id,entry_folio,inventory_id,catalog_id,part_number,quantity,available_quantity,is_fifo_layer_only,previous_quantity,new_quantity,product_model,description,customer,zone_code,location_code,reference_code,batch_no,notes,registered_by,movement_at,created_at
760,EMB-ENT-20260506-205728-349,84,84,EBR80757421,403,176,0,-227,176,QUANTUM-T,PCB,LG,pending,SIN-UBICACION,EBR80757421,,QR: EBR80757421 | Qty registrada: 403,Sergio Torres,2026-05-06 14:57:26,2026-05-06 20:57:28
761,EMB-ENT-20260506-214008-657,392,392,EBR24212306,45,45,0,1929,1974,MM Nova Basic Gas,NULL,LG,pending,SIN-UBICACION,EBR24212306,,QR: EBR24212306 | Qty registrada: 45,Rubi Garcia,2026-05-06 15:40:07,2026-05-06 21:40:08
762,EMB-ENT-20260506-214100-231,236,236,EAD65948148,120,120,0,2978,3098,pending,pending,LG,pending,SIN-UBICACION,EAD65948148,,QR: EAD65948148 | Qty registrada: 120,Sergio Torres,2026-05-06 15:40:58,2026-05-06 21:41:00
765,EMB-ENT-20260506-215245-493,133,133,ABQ75822467,400,400,0,-1448,-1048,RAPTOR,Case Display,LG,pending,SIN-UBICACION,ABQ75822467,,QR: ABQ75822467 | Qty registrada: 400,Sergio Torres,2026-05-06 15:52:43,2026-05-06 21:52:45
766,EMB-ENT-20260506-215657-771,75,75,EBR37437079,80,80,0,-307,-227,24 VS4M G P DUAL I/MAKER AMERICA,NULL,LG,pending,SIN-UBICACION,EBR37437079,,QR: EBR37437079 | Qty registrada: 80,Sergio Torres,2026-05-06 15:56:55,2026-05-06 21:56:57
767,EMB-ENT-20260506-215725-872,142,142,ABQ30226610,120,120,0,-832,-712,pending,pending,LG,pending,SIN-UBICACION,ABQ30226610,,QR: ABQ30226610 | Qty registrada: 120,Sergio Torres,2026-05-06 15:57:23,2026-05-06 21:57:25
768,EMB-ENT-20260506-220132-534,75,75,EBR37437079,100,100,0,-227,-127,24 VS4M G P DUAL I/MAKER AMERICA,NULL,LG,pending,SIN-UBICACION,EBR37437079,,QR: EBR37437079 | Qty registrada: 100,Sergio Torres,2026-05-06 16:01:30,2026-05-06 22:01:32
769,EMB-ENT-20260506-220754-284,391,391,EBR24212304,101,101,0,1580,1681,NOVA,PCB,LG,pending,SIN-UBICACION,EBR24212304,,QR: EBR24212304 | Qty registrada: 101,Sergio Torres,2026-05-06 16:07:52,2026-05-06 22:07:54
770,EMB-ENT-20260506-220806-196,392,392,EBR24212306,11,11,0,1974,1985,MM Nova Basic Gas,NULL,LG,pending,SIN-UBICACION,EBR24212306,,QR: EBR24212306 | Qty registrada: 11,Sergio Torres,2026-05-06 16:08:05,2026-05-06 22:08:06
771,EMB-ENT-20260506-222029-352,299,299,EBR41039152,140,140,0,12,152,MAJESTY,PCB,LG,pending,SIN-UBICACION,EBR41039152,,QR: EBR41039152 | Qty registrada: 140,Rubi Garcia,2026-05-06 16:20:28,2026-05-06 22:20:29
773,EMB-ENT-20260506-222545-893,88,88,EBR80757432,116,116,0,-268,-152,Quantum-T 20,PCB,LG,pending,SIN-UBICACION,EBR80757432,,QR: EBR80757432 | Qty registrada: 116,Sergio Torres,2026-05-06 16:25:43,2026-05-06 22:25:45
774,EMB-ENT-20260506-222604-866,407,407,EBR23966212,58,58,0,-214,-156,VF3_Better_L_USA,NULL,LG,pending,SIN-UBICACION,EBR23966212,,QR: EBR23966212 | Qty registrada: 58,Sergio Torres,2026-05-06 16:26:02,2026-05-06 22:26:04
775,EMB-ENT-20260506-222627-285,406,406,EBR23966211,29,29,0,-834,-805,VF3_W_USA,NULL,LG,pending,SIN-UBICACION,EBR23966211,,QR: EBR23966211 | Qty registrada: 29,Sergio Torres,2026-05-06 16:26:26,2026-05-06 22:26:27
776,EMB-ENT-20260506-222713-810,88,88,EBR80757432,360,208,0,-152,208,Quantum-T 20,PCB,LG,pending,SIN-UBICACION,EBR80757432,,QR: EBR80757432 | Qty registrada: 360,Rubi Garcia,2026-05-06 16:27:12,2026-05-06 22:27:13
777,EMB-ENT-20260506-223352-653,21,21,EBR30299366,60,60,0,-188,-128,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299366,,QR: EBR30299366 | Qty registrada: 60,Braulio Meza,2026-05-06 16:33:50,2026-05-06 22:33:52
778,EMB-ENT-20260506-224257-472,21,21,EBR30299366,120,120,0,-128,-8,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299366,,QR: EBR30299366 | Qty registrada: 120,Braulio Meza,2026-05-06 16:42:55,2026-05-06 22:42:57
780,EMB-ENT-20260506-224705-259,145,145,EBR83845044,40,40,0,-88,-48,MAJESTY,PCB,LG,pending,SIN-UBICACION,EBR83845044,,QR: EBR83845044 | Qty registrada: 40,Sergio Torres,2026-05-06 16:47:04,2026-05-06 22:47:05
781,EMB-ENT-20260506-224718-912,12,12,EBR30299355,9,9,0,-239,-230,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299355,,QR: EBR30299355 | Qty registrada: 9,Sergio Torres,2026-05-06 16:47:17,2026-05-06 22:47:18
782,EMB-ENT-20260506-224740-746,18,18,EBR30299363,13,13,0,-567,-554,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 13,Sergio Torres,2026-05-06 16:47:38,2026-05-06 22:47:40
783,EMB-ENT-20260506-224753-986,17,17,EBR30299362,8,8,0,-76,-68,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299362,,QR: EBR30299362 | Qty registrada: 8,Sergio Torres,2026-05-06 16:47:52,2026-05-06 22:47:53
784,EMB-ENT-20260506-224846-660,408,408,EBR23966213,70,70,0,-455,-385,VF3_Better_L_Single_USA,NULL,LG,pending,SIN-UBICACION,EBR23966213,,QR: EBR23966213 | Qty registrada: 70,Sergio Torres,2026-05-06 16:48:44,2026-05-06 22:48:46
785,EMB-ENT-20260506-225038-412,78,78,EBR37437082,60,60,0,-80,-20,VS6M Q MEXICO,NULL,LG,pending,SIN-UBICACION,EBR37437082,,QR: EBR37437082 | Qty registrada: 60,Sergio Torres,2026-05-06 16:50:36,2026-05-06 22:50:38
786,EMB-ENT-20260506-230858-426,142,142,ABQ30226610,120,120,0,-832,-712,pending,pending,LG,pending,SIN-UBICACION,ABQ30226610,,QR: ABQ30226610 | Qty registrada: 120,Rubi Garcia,2026-05-06 17:08:58,2026-05-06 23:08:58
787,EMB-ENT-20260506-230937-637,408,408,EBR23966213,110,110,0,-395,-285,VF3_Better_L_Single_USA,NULL,LG,pending,SIN-UBICACION,EBR23966213,,QR: EBR23966213 | Qty registrada: 110,Rubi Garcia,2026-05-06 17:09:36,2026-05-06 23:09:37
788,EMB-ENT-20260506-231042-531,236,236,EAD65948148,240,240,0,2948,3188,pending,pending,LG,pending,SIN-UBICACION,EAD65948148,,QR: EAD65948148 | Qty registrada: 270,Sergio Torres,2026-05-06 17:10:40,2026-05-06 23:10:42
789,EMB-ENT-20260506-231756-259,133,133,ABQ75822467,3,3,0,-1448,-1445,RAPTOR,Case Display,LG,pending,SIN-UBICACION,ABQ75822467,,QR: ABQ75822467 | Qty registrada: 3,Sergio Torres,2026-05-06 17:17:54,2026-05-06 23:17:56
790,EMB-ENT-20260506-231931-728,133,133,ABQ75822467,80,80,0,-1445,-1365,RAPTOR,Case Display,LG,pending,SIN-UBICACION,ABQ75822467,,QR: ABQ75822467 | Qty registrada: 80,Sergio Torres,2026-05-06 17:19:30,2026-05-06 23:19:31
791,EMB-ENT-20260506-232705-100,408,408,EBR23966213,64,64,0,-395,-331,VF3_Better_L_Single_USA,NULL,LG,pending,SIN-UBICACION,EBR23966213,,QR: EBR23966213 | Qty registrada: 64,Braulio Meza,2026-05-06 17:27:02,2026-05-06 23:27:05
792,EMB-ENT-20260506-235418-807,18,18,EBR30299363,180,180,0,-554,-374,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 180,Braulio Meza,2026-05-06 17:54:15,2026-05-06 23:54:18
793,EMB-ENT-20260507-002158-250,18,18,EBR30299363,80,80,0,-554,-474,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 80,Braulio Meza,2026-05-06 18:21:54,2026-05-07 00:21:58
794,EMB-ENT-20260507-002211-235,408,408,EBR23966213,60,60,0,-395,-335,VF3_Better_L_Single_USA,NULL,LG,pending,SIN-UBICACION,EBR23966213,,QR: EBR23966213 | Qty registrada: 60,Braulio Meza,2026-05-06 18:22:09,2026-05-07 00:22:11
795,EMB-ENT-20260507-131923-968,392,392,EBR24212306,140,140,0,1960,2100,MM Nova Basic Gas,NULL,LG,pending,SIN-UBICACION,EBR24212306,,QR: EBR24212306 | Qty registrada: 140,Sergio Torres,2026-05-07 07:19:22,2026-05-07 13:19:23
796,EMB-ENT-20260507-132816-190,78,78,EBR37437082,89,89,0,-80,9,VS6M Q MEXICO,NULL,LG,pending,SIN-UBICACION,EBR37437082,,QR: EBR37437082 | Qty registrada: 89,Sergio Torres,2026-05-07 07:28:14,2026-05-07 13:28:16
797,EMB-LYR-20260507-072939-441,392,392,EBR24212306,60,60,1,0,60,MM Nova Basic Gas,NULL,LG,pending,,RETORNO:EMB-RET-20260507-072939-671,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-07 07:29:39,2026-05-07 13:29:39
798,EMB-LYR-20260507-072956-174,392,392,EBR24212306,1,1,1,0,1,MM Nova Basic Gas,NULL,LG,pending,,RETORNO:EMB-RET-20260507-072956-965,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-07 07:29:56,2026-05-07 13:29:56
799,EMB-ENT-20260507-134135-879,142,142,ABQ30226610,119,119,0,-832,-713,pending,pending,LG,pending,SIN-UBICACION,ABQ30226610,,QR: ABQ30226610 | Qty registrada: 119,Sergio Torres,2026-05-07 07:41:33,2026-05-07 13:41:35
800,EMB-ENT-20260507-134151-450,293,293,EBR41039119,20,20,0,-874,-854,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR41039119,,QR: EBR41039119 | Qty registrada: 20,Sergio Torres,2026-05-07 07:41:49,2026-05-07 13:41:51
801,EMB-ENT-20260507-134230-804,338,338,ACQ30372866,80,80,0,-160,-80,VS,Display,LG,pending,SIN-UBICACION,ACQ30372866,,QR: ACQ30372866 | Qty registrada: 80,Sergio Torres,2026-05-07 07:42:28,2026-05-07 13:42:30
802,EMB-ENT-20260507-134308-419,317,317,ACQ30372826,80,80,0,-975,-895,VS,Display,LG,pending,SIN-UBICACION,ACQ30372826,,QR: ACQ30372826 | Qty registrada: 80,Sergio Torres,2026-05-07 07:43:06,2026-05-07 13:43:08
803,EMB-ENT-20260507-134342-695,21,21,EBR30299366,55,55,0,-168,-113,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299366,,QR: EBR30299366 | Qty registrada: 55,Sergio Torres,2026-05-07 07:43:40,2026-05-07 13:43:42
804,EMB-ENT-20260507-140753-689,272,272,EAD00576610,90,90,0,2912,3002,pending,pending,LG,pending,SIN-UBICACION,EAD00576610,,QR: EAD00576610 | Qty registrada: 90,Sergio Torres,2026-05-07 08:07:52,2026-05-07 14:07:53
805,EMB-ENT-20260507-142204-920,18,18,EBR30299363,120,120,0,-554,-434,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 120,Braulio Meza,2026-05-07 08:22:04,2026-05-07 14:22:04
806,EMB-ENT-20260507-143112-965,408,408,EBR23966213,32,32,0,-395,-363,VF3_Better_L_Single_USA,NULL,LG,pending,SIN-UBICACION,EBR23966213,,QR: EBR23966213 | Qty registrada: 32,Ana del Angel,2026-05-07 08:31:11,2026-05-07 14:31:12
807,EMB-ENT-20260507-143804-508,272,272,EAD00576610,90,90,0,3002,3092,pending,pending,LG,pending,SIN-UBICACION,EAD00576610,,QR: EAD00576610 | Qty registrada: 90,Sergio Torres,2026-05-07 08:38:03,2026-05-07 14:38:05
808,EMB-ENT-20260507-144533-798,18,18,EBR30299363,60,60,0,-554,-494,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 60,Braulio Meza,2026-05-07 08:45:32,2026-05-07 14:45:33
809,EMB-ENT-20260507-145050-546,134,134,ABQ75822468,280,280,0,-180,100,RAPTOR,Case Display,LG,pending,SIN-UBICACION,ABQ75822468,,QR: ABQ75822468 | Qty registrada: 280,Sergio Torres,2026-05-07 08:50:48,2026-05-07 14:50:50
811,EMB-LYR-32,154,154,ABQ74229133,11,11,1,0,11,Mal Basic Disruptive Mexico,Case Display,LG,pending,,RETORNO:EMB-RET-20260504-174948-193,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-04 17:49:48,2026-05-07 14:57:48
812,EMB-ENT-20260507-150138-602,18,18,EBR30299363,60,60,0,-494,-434,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 60,Braulio Meza,2026-05-07 09:01:35,2026-05-07 15:01:38
813,EMB-ENT-20260507-150317-174,388,388,EBR24212302,60,60,0,584,644,NOVA,PCB,LG,pending,SIN-UBICACION,EBR24212302,,QR: EBR24212302 | Qty registrada: 60,Sergio Torres,2026-05-07 09:03:15,2026-05-07 15:03:17
814,EMB-ENT-20260507-151013-178,18,18,EBR30299363,60,60,0,-434,-374,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 60,Sergio Torres,2026-05-07 09:10:11,2026-05-07 15:10:13
815,EMB-ENT-20260507-151315-450,18,18,EBR30299363,60,60,0,-374,-314,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 60,Sergio Torres,2026-05-07 09:13:13,2026-05-07 15:13:15
816,EMB-ENT-20260507-151626-427,18,18,EBR30299363,60,60,0,-314,-254,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 60,Rubi Garcia,2026-05-07 09:16:25,2026-05-07 15:16:26
817,EMB-ENT-20260507-152209-930,388,388,EBR24212302,60,60,0,584,644,NOVA,PCB,LG,pending,SIN-UBICACION,EBR24212302,,QR: EBR24212302 | Qty registrada: 60,Rubi Garcia,2026-05-07 09:22:09,2026-05-07 15:22:09
818,EMB-ENT-20260507-153126-446,272,272,EAD00576610,80,80,0,3092,3172,pending,pending,LG,pending,SIN-UBICACION,EAD00576610,,QR: EAD00576610 | Qty registrada: 80,Sergio Torres,2026-05-07 09:31:25,2026-05-07 15:31:26
819,EMB-ENT-20260507-153513-132,126,126,ABQ75822454,100,100,0,-219,-119,RAPTOR,Case Display,LG,pending,SIN-UBICACION,ABQ75822454,,QR: ABQ75822454 | Qty registrada: 100,Sergio Torres,2026-05-07 09:35:11,2026-05-07 15:35:13
820,EMB-ENT-20260507-155911-838,75,75,EBR37437079,40,40,0,-227,-187,24 VS4M G P DUAL I/MAKER AMERICA,NULL,LG,pending,SIN-UBICACION,EBR37437079,,QR: EBR37437079 | Qty registrada: 40,Sergio Torres,2026-05-07 09:59:09,2026-05-07 15:59:11
821,EMB-ENT-20260507-155925-699,392,392,EBR24212306,120,120,0,2081,2201,MM Nova Basic Gas,NULL,LG,pending,SIN-UBICACION,EBR24212306,,QR: EBR24212306 | Qty registrada: 120,Sergio Torres,2026-05-07 09:59:23,2026-05-07 15:59:25
822,EMB-ENT-20260507-160832-504,408,408,EBR23966213,60,60,0,-395,-335,VF3_Better_L_Single_USA,NULL,LG,pending,SIN-UBICACION,EBR23966213,,QR: EBR23966213 | Qty registrada: 60,Sergio Torres,2026-05-07 10:08:30,2026-05-07 16:08:32
823,EMB-ENT-AJ-20260507-101316-161,391,391,EBR24212304,20,20,0,1561,1581,NOVA,PCB,LG,pending,,AJUSTE:AJ-ENT-20260507-101315-813FEF,,Ajuste manual por lote de entradas AJ-ENT-20260507-101315-813FEF: OVEN,Rubi Garcia,2026-05-07 10:13:00,2026-05-07 16:13:16
824,EMB-ENT-20260507-161425-439,272,272,EAD00576610,80,80,0,3172,3252,pending,pending,LG,pending,SIN-UBICACION,EAD00576610,,QR: EAD00576610 | Qty registrada: 80,Sergio Torres,2026-05-07 10:14:23,2026-05-07 16:14:25
825,EMB-ENT-20260507-161433-936,391,391,EBR24212304,40,40,0,1541,1581,NOVA,PCB,LG,pending,SIN-UBICACION,EBR24212304,,QR: EBR24212304 | Qty registrada: 40,Braulio Meza,2026-05-07 10:14:30,2026-05-07 16:14:33
826,EMB-ENT-20260507-163203-352,409,409,EBR23966214,60,60,0,13,73,pending,pending,LG,pending,SIN-UBICACION,EBR23966214,,QR: EBR23966214 | Qty registrada: 60,Braulio Meza,2026-05-07 10:32:00,2026-05-07 16:32:03
827,EMB-ENT-20260507-163216-960,408,408,EBR23966213,60,60,0,-395,-335,VF3_Better_L_Single_USA,NULL,LG,pending,SIN-UBICACION,EBR23966213,,QR: EBR23966213 | Qty registrada: 60,Braulio Meza,2026-05-07 10:32:13,2026-05-07 16:32:16
828,EMB-ENT-20260507-163236-690,142,142,ABQ30226610,120,120,0,-833,-713,pending,pending,LG,pending,SIN-UBICACION,ABQ30226610,,QR: ABQ30226610 | Qty registrada: 120,Braulio Meza,2026-05-07 10:32:33,2026-05-07 16:32:36
829,EMB-ENT-20260507-163408-831,391,391,EBR24212304,60,60,0,1581,1641,NOVA,PCB,LG,pending,SIN-UBICACION,EBR24212304,,QR: EBR24212304 | Qty registrada: 60,Sergio Torres,2026-05-07 10:34:06,2026-05-07 16:34:09
830,EMB-ENT-20260507-163429-597,388,388,EBR24212302,120,120,0,644,764,NOVA,PCB,LG,pending,SIN-UBICACION,EBR24212302,,QR: EBR24212302 | Qty registrada: 120,Sergio Torres,2026-05-07 10:34:27,2026-05-07 16:34:29
831,EMB-ENT-20260507-164133-294,272,272,EAD00576610,80,80,0,3252,3332,pending,pending,LG,pending,SIN-UBICACION,EAD00576610,,QR: EAD00576610 | Qty registrada: 80,Sergio Torres,2026-05-07 10:41:31,2026-05-07 16:41:33
832,EMB-ENT-20260507-164539-699,142,142,ABQ30226610,120,120,0,-833,-713,pending,pending,LG,pending,SIN-UBICACION,ABQ30226610,,QR: ABQ30226610 | Qty registrada: 120,Braulio Meza,2026-05-07 10:45:35,2026-05-07 16:45:39
833,EMB-ENT-20260507-172036-406,409,409,EBR23966214,60,41,0,13,73,pending,pending,LG,pending,SIN-UBICACION,EBR23966214,,QR: EBR23966214 | Qty registrada: 60,Braulio Meza,2026-05-07 11:20:35,2026-05-07 17:20:36
834,EMB-ENT-20260507-173305-267,272,272,EAD00576610,160,160,0,3332,3492,pending,pending,LG,pending,SIN-UBICACION,EAD00576610,,QR: EAD00576610 | Qty registrada: 160,Sergio Torres,2026-05-07 11:33:03,2026-05-07 17:33:05
835,EMB-ENT-20260507-191124-571,88,88,EBR80757432,520,8,0,-512,8,Quantum-T 20,PCB,LG,pending,SIN-UBICACION,EBR80757432,,QR: EBR80757432 | Qty registrada: 520,Sergio Torres,2026-05-07 13:11:22,2026-05-07 19:11:24
836,EMB-ENT-20260507-191801-795,74,74,EBR37437078,60,60,0,-591,-531,24 VS4M L CRAFT DUAL I/MAKER AMERICA,PCB,LG,pending,SIN-UBICACION,EBR37437078,,QR: EBR37437078 | Qty registrada: 60,Rubi Garcia,2026-05-07 13:18:00,2026-05-07 19:18:01
837,EMB-ENT-20260507-193411-441,388,388,EBR24212302,340,340,0,584,924,NOVA,PCB,LG,pending,SIN-UBICACION,EBR24212302,,QR: EBR24212302 | Qty registrada: 340,Sergio Torres,2026-05-07 13:34:09,2026-05-07 19:34:11
838,EMB-ENT-20260507-194614-279,272,272,EAD00576610,22,22,0,3492,3514,pending,pending,LG,pending,SIN-UBICACION,EAD00576610,,QR: EAD00576610 | Qty registrada: 22,Sergio Torres,2026-05-07 13:46:13,2026-05-07 19:46:14
839,EMB-ENT-20260507-194622-457,243,243,EAD65948153,40,40,0,74,114,pending,pending,LG,pending,SIN-UBICACION,EAD65948153,,QR: EAD65948153 | Qty registrada: 40,Sergio Torres,2026-05-07 13:46:20,2026-05-07 19:46:22
840,EMB-ENT-20260507-194632-323,243,243,EAD65948153,120,120,0,114,234,pending,pending,LG,pending,SIN-UBICACION,EAD65948153,,QR: EAD65948153 | Qty registrada: 120,Sergio Torres,2026-05-07 13:46:31,2026-05-07 19:46:32
841,EMB-ENT-20260507-194641-364,243,243,EAD65948153,20,20,0,234,254,pending,pending,LG,pending,SIN-UBICACION,EAD65948153,,QR: EAD65948153 | Qty registrada: 20,Sergio Torres,2026-05-07 13:46:40,2026-05-07 19:46:42
842,EMB-ENT-20260507-194655-218,236,236,EAD65948148,40,40,0,3008,3048,pending,pending,LG,pending,SIN-UBICACION,EAD65948148,,QR: EAD65948148 | Qty registrada: 40,Sergio Torres,2026-05-07 13:46:54,2026-05-07 19:46:55
843,EMB-ENT-20260507-200413-543,407,407,EBR23966212,80,80,0,-236,-156,VF3_Better_L_USA,NULL,LG,pending,SIN-UBICACION,EBR23966212,,QR: EBR23966212 | Qty registrada: 80,Rubi Garcia,2026-05-07 14:04:12,2026-05-07 20:04:13
844,EMB-ENT-20260507-200426-320,74,74,EBR37437078,60,60,0,-591,-531,24 VS4M L CRAFT DUAL I/MAKER AMERICA,PCB,LG,pending,SIN-UBICACION,EBR37437078,,QR: EBR37437078 | Qty registrada: 60,Rubi Garcia,2026-05-07 14:04:26,2026-05-07 20:04:26
845,EMB-ENT-20260507-200438-212,75,75,EBR37437079,80,80,0,-187,-107,24 VS4M G P DUAL I/MAKER AMERICA,NULL,LG,pending,SIN-UBICACION,EBR37437079,,QR: EBR37437079 | Qty registrada: 80,Rubi Garcia,2026-05-07 14:04:37,2026-05-07 20:04:38
846,EMB-ENT-20260507-200505-674,88,88,EBR80757432,160,160,0,-512,-352,Quantum-T 20,PCB,LG,pending,SIN-UBICACION,EBR80757432,,QR: EBR80757432 | Qty registrada: 160,Rubi Garcia,2026-05-07 14:05:04,2026-05-07 20:05:05
847,EMB-ENT-20260507-202512-599,18,18,EBR30299363,280,280,0,-554,-274,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 280,Braulio Meza,2026-05-07 14:25:09,2026-05-07 20:25:12
848,EMB-ENT-20260507-202802-645,329,329,ACQ30372839,80,80,0,-891,-811,VS,Display,LG,pending,SIN-UBICACION,ACQ30372839,,QR: ACQ30372839 | Qty registrada: 80,Braulio Meza,2026-05-07 14:27:59,2026-05-07 20:28:02
849,EMB-ENT-20260507-202810-289,18,18,EBR30299363,60,60,0,-274,-214,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 60,Braulio Meza,2026-05-07 14:28:08,2026-05-07 20:28:10
850,EMB-ENT-20260507-202825-722,142,142,ABQ30226610,120,120,0,-833,-713,pending,pending,LG,pending,SIN-UBICACION,ABQ30226610,,QR: ABQ30226610 | Qty registrada: 120,Braulio Meza,2026-05-07 14:28:23,2026-05-07 20:28:25
851,EMB-ENT-20260507-202840-740,407,407,EBR23966212,100,100,0,-236,-136,VF3_Better_L_USA,NULL,LG,pending,SIN-UBICACION,EBR23966212,,QR: EBR23966212 | Qty registrada: 100,Braulio Meza,2026-05-07 14:28:37,2026-05-07 20:28:40
852,EMB-ENT-20260507-204128-779,329,329,ACQ30372839,80,80,0,-811,-731,VS,Display,LG,pending,SIN-UBICACION,ACQ30372839,,QR: ACQ30372839 | Qty registrada: 80,Rubi Garcia,2026-05-07 14:41:27,2026-05-07 20:41:28
853,EMB-ENT-20260507-205218-210,236,236,EAD65948148,160,160,0,3018,3178,pending,pending,LG,pending,SIN-UBICACION,EAD65948148,,QR: EAD65948148 | Qty registrada: 160,Sergio Torres,2026-05-07 14:52:16,2026-05-07 20:52:18
854,EMB-ENT-20260507-211209-550,18,18,EBR30299363,120,120,0,-394,-274,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 120,Braulio Meza,2026-05-07 15:12:06,2026-05-07 21:12:09
855,EMB-ENT-20260507-211226-837,407,407,EBR23966212,70,70,0,-246,-176,VF3_Better_L_USA,NULL,LG,pending,SIN-UBICACION,EBR23966212,,QR: EBR23966212 | Qty registrada: 70,Braulio Meza,2026-05-07 15:12:23,2026-05-07 21:12:26
856,EMB-ENT-20260507-213822-212,18,18,EBR30299363,60,60,0,-554,-494,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 60,Braulio Meza,2026-05-07 15:38:22,2026-05-07 21:38:22
857,EMB-ENT-20260507-220154-776,236,236,EAD65948148,160,160,0,3178,3338,pending,pending,LG,pending,SIN-UBICACION,EAD65948148,,QR: EAD65948148 | Qty registrada: 160,Sergio Torres,2026-05-07 16:01:52,2026-05-07 22:01:54
858,EMB-ENT-20260507-221437-940,409,409,EBR23966214,27,27,0,73,100,pending,pending,LG,pending,SIN-UBICACION,EBR23966214,,QR: EBR23966214 | Qty registrada: 27,Sergio Torres,2026-05-07 16:14:35,2026-05-07 22:14:37
