id,entry_folio,inventory_id,catalog_id,part_number,quantity,available_quantity,is_fifo_layer_only,previous_quantity,new_quantity,product_model,description,customer,zone_code,location_code,reference_code,batch_no,notes,registered_by,movement_at,created_at
859,EMB-ENT-20260507-221453-445,88,88,EBR80757432,56,56,0,-352,-296,Quantum-T 20,PCB,LG,pending,SIN-UBICACION,EBR80757432,,QR: EBR80757432 | Qty registrada: 56,Sergio Torres,2026-05-07 16:14:51,2026-05-07 22:14:53
860,EMB-ENT-20260507-221507-719,74,74,EBR37437078,20,20,0,-591,-571,24 VS4M L CRAFT DUAL I/MAKER AMERICA,PCB,LG,pending,SIN-UBICACION,EBR37437078,,QR: EBR37437078 | Qty registrada: 20,Sergio Torres,2026-05-07 16:15:06,2026-05-07 22:15:07
861,EMB-ENT-20260507-221543-254,408,408,EBR23966213,49,49,0,-405,-356,VF3_Better_L_Single_USA,NULL,LG,pending,SIN-UBICACION,EBR23966213,,QR: EBR23966213 | Qty registrada: 49,Sergio Torres,2026-05-07 16:15:41,2026-05-07 22:15:43
862,EMB-ENT-20260507-224829-320,133,133,ABQ75822467,300,300,0,-1445,-1145,RAPTOR,Case Display,LG,pending,SIN-UBICACION,ABQ75822467,,QR: ABQ75822467 | Qty registrada: 300,Braulio Meza,2026-05-07 16:48:26,2026-05-07 22:48:29
863,EMB-ENT-20260507-225117-286,407,407,EBR23966212,60,60,0,-326,-266,VF3_Better_L_USA,NULL,LG,pending,SIN-UBICACION,EBR23966212,,QR: EBR23966212 | Qty registrada: 60,Sergio Torres,2026-05-07 16:51:15,2026-05-07 22:51:17
864,EMB-ENT-20260507-225127-558,18,18,EBR30299363,107,107,0,-554,-447,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 107,Braulio Meza,2026-05-07 16:51:24,2026-05-07 22:51:27
865,EMB-ENT-20260507-225144-333,75,75,EBR37437079,40,40,0,-107,-67,24 VS4M G P DUAL I/MAKER AMERICA,NULL,LG,pending,SIN-UBICACION,EBR37437079,,QR: EBR37437079 | Qty registrada: 40,Sergio Torres,2026-05-07 16:51:43,2026-05-07 22:51:44
866,EMB-ENT-20260507-225152-392,21,21,EBR30299366,60,60,0,-113,-53,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299366,,QR: EBR30299366 | Qty registrada: 60,Braulio Meza,2026-05-07 16:51:50,2026-05-07 22:51:52
867,EMB-ENT-20260507-225202-651,12,12,EBR30299355,16,16,0,-290,-274,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299355,,QR: EBR30299355 | Qty registrada: 16,Braulio Meza,2026-05-07 16:52:00,2026-05-07 22:52:02
868,EMB-ENT-20260507-230439-205,25,25,EBR30299370,60,60,0,0,60,pending,pending,LG,pending,SIN-UBICACION,EBR30299370,,QR: EBR30299370 | Qty registrada: 60,Braulio Meza,2026-05-07 17:04:36,2026-05-07 23:04:39
869,EMB-ENT-20260507-231908-713,25,25,EBR30299370,60,60,0,0,60,pending,pending,LG,pending,SIN-UBICACION,EBR30299370,,QR: EBR30299370 | Qty registrada: 60,Braulio Meza,2026-05-07 17:19:05,2026-05-07 23:19:08
870,EMB-ENT-20260507-232923-895,236,236,EAD65948148,210,210,0,3338,3548,pending,pending,LG,pending,SIN-UBICACION,EAD65948148,,QR: EAD65948148 | Qty registrada: 210,Sergio Torres,2026-05-07 17:29:21,2026-05-07 23:29:23
871,EMB-ENT-20260507-233715-271,283,283,EBR33105505,20,20,0,-1055,-1035,VT,PCB,LG,pending,SIN-UBICACION,EBR33105505,,QR: EBR33105505 | Qty registrada: 20,Braulio Meza,2026-05-07 17:37:12,2026-05-07 23:37:15
872,EMB-ENT-20260508-135019-779,406,406,EBR23966211,240,240,0,-1155,-915,VF3_W_USA,NULL,LG,pending,SIN-UBICACION,EBR23966211,,QR: EBR23966211 | Qty registrada: 240,Braulio Meza,2026-05-08 07:50:16,2026-05-08 13:50:19
873,EMB-ENT-20260508-140104-327,25,25,EBR30299370,60,60,0,0,60,pending,pending,LG,pending,SIN-UBICACION,EBR30299370,,QR: EBR30299370 | Qty registrada: 60,Rubi Garcia,2026-05-08 08:01:03,2026-05-08 14:01:04
874,EMB-ENT-20260508-140736-190,133,133,ABQ75822467,120,120,0,-1445,-1325,RAPTOR,Case Display,LG,pending,SIN-UBICACION,ABQ75822467,,QR: ABQ75822467 | Qty registrada: 120,Rubi Garcia,2026-05-08 08:07:34,2026-05-08 14:07:36
875,EMB-ENT-20260508-141354-966,85,85,EBR80757422,114,114,0,-852,-738,QUANTUM-T,PCB,LG,pending,SIN-UBICACION,EBR80757422,,QR: EBR80757422 | Qty registrada: 114,Rubi Garcia,2026-05-08 08:13:54,2026-05-08 14:13:54
876,EMB-ENT-20260508-142941-101,88,88,EBR80757432,100,100,0,-296,-196,Quantum-T 20,PCB,LG,pending,SIN-UBICACION,EBR80757432,,QR: EBR80757432 | Qty registrada: 100,Braulio Meza,2026-05-08 08:29:38,2026-05-08 14:29:41
877,EMB-ENT-20260508-144123-705,19,19,EBR30299364,180,180,0,-176,4,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299364,,QR: EBR30299364 | Qty registrada: 180,Sergio Torres,2026-05-08 08:41:21,2026-05-08 14:41:23
878,EMB-ENT-20260508-144150-935,236,236,EAD65948148,120,120,0,3428,3548,pending,pending,LG,pending,SIN-UBICACION,EAD65948148,,QR: EAD65948148 | Qty registrada: 120,Sergio Torres,2026-05-08 08:41:48,2026-05-08 14:41:50
879,EMB-ENT-20260508-150031-475,74,74,EBR37437078,220,220,0,-571,-351,24 VS4M L CRAFT DUAL I/MAKER AMERICA,PCB,LG,pending,SIN-UBICACION,EBR37437078,,QR: EBR37437078 | Qty registrada: 220,Sergio Torres,2026-05-08 09:00:29,2026-05-08 15:00:31
880,EMB-ENT-20260508-150043-676,408,408,EBR23966213,20,20,0,-356,-336,VF3_Better_L_Single_USA,NULL,LG,pending,SIN-UBICACION,EBR23966213,,QR: EBR23966213 | Qty registrada: 20,Sergio Torres,2026-05-08 09:00:42,2026-05-08 15:00:43
881,EMB-ENT-20260508-150746-635,408,408,EBR23966213,20,20,0,-336,-316,VF3_Better_L_Single_USA,NULL,LG,pending,SIN-UBICACION,EBR23966213,,QR: EBR23966213 | Qty registrada: 20,Sergio Torres,2026-05-08 09:07:44,2026-05-08 15:07:46
882,EMB-ENT-20260508-150759-960,88,88,EBR80757432,20,20,0,-456,-436,Quantum-T 20,PCB,LG,pending,SIN-UBICACION,EBR80757432,,QR: EBR80757432 | Qty registrada: 20,Sergio Torres,2026-05-08 09:07:57,2026-05-08 15:07:59
883,EMB-ENT-20260508-150820-661,283,283,EBR33105505,80,80,0,-1045,-965,VT,PCB,LG,pending,SIN-UBICACION,EBR33105505,,QR: EBR33105505 | Qty registrada: 80,Sergio Torres,2026-05-08 09:08:18,2026-05-08 15:08:20
884,EMB-ENT-20260508-150839-158,75,75,EBR37437079,119,52,0,-67,52,24 VS4M G P DUAL I/MAKER AMERICA,NULL,LG,pending,SIN-UBICACION,EBR37437079,,QR: EBR37437079 | Qty registrada: 119,Sergio Torres,2026-05-08 09:08:37,2026-05-08 15:08:39
885,EMB-ENT-20260508-153904-531,406,406,EBR23966211,230,230,0,-1155,-925,VF3_W_USA,NULL,LG,pending,SIN-UBICACION,EBR23966211,,QR: EBR23966211 | Qty registrada: 230,Sergio Torres,2026-05-08 09:39:02,2026-05-08 15:39:05
886,EMB-ENT-20260508-153922-973,407,407,EBR23966212,10,10,0,-266,-256,VF3_Better_L_USA,NULL,LG,pending,SIN-UBICACION,EBR23966212,,QR: EBR23966212 | Qty registrada: 10,Sergio Torres,2026-05-08 09:39:20,2026-05-08 15:39:22
887,EMB-ENT-20260508-161944-568,25,25,EBR30299370,280,220,0,0,280,pending,pending,LG,pending,SIN-UBICACION,EBR30299370,,QR: EBR30299370 | Qty registrada: 280,Sergio Torres,2026-05-08 10:19:42,2026-05-08 16:19:44
888,EMB-ENT-20260508-162004-136,19,19,EBR30299364,20,20,0,4,24,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299364,,QR: EBR30299364 | Qty registrada: 20,Sergio Torres,2026-05-08 10:20:02,2026-05-08 16:20:04
889,EMB-ENT-20260508-163856-343,351,351,EBR42005001,480,480,0,1187,1667,LUPIN,PCB,LG,pending,SIN-UBICACION,EBR42005001,,QR: EBR42005001 | Qty registrada: 480,Sergio Torres,2026-05-08 10:38:54,2026-05-08 16:38:56
890,EMB-ENT-20260508-164555-948,406,406,EBR23966211,60,60,0,-1145,-1085,VF3_W_USA,NULL,LG,pending,SIN-UBICACION,EBR23966211,,QR: EBR23966211 | Qty registrada: 60,Sergio Torres,2026-05-08 10:45:53,2026-05-08 16:45:56
891,EMB-ENT-20260508-165144-784,330,330,ACQ30372840,160,9,0,-37,123,VS,Display,LG,pending,SIN-UBICACION,ACQ30372840,,QR: ACQ30372840 | Qty registrada: 160,Rubi Garcia,2026-05-08 10:51:43,2026-05-08 16:51:44
892,EMB-ENT-20260508-165927-341,56,56,EBR37437059,60,60,0,-30,30,VS,PCB,LG,pending,SIN-UBICACION,EBR37437059,,QR: EBR37437059 | Qty registrada: 60,Rubi Garcia,2026-05-08 10:59:27,2026-05-08 16:59:27
893,EMB-ENT-20260508-170510-172,75,75,EBR37437079,135,135,0,52,187,24 VS4M G P DUAL I/MAKER AMERICA,NULL,LG,pending,SIN-UBICACION,EBR37437079,,QR: EBR37437079 | Qty registrada: 135,Sergio Torres,2026-05-08 11:05:07,2026-05-08 17:05:10
894,EMB-ENT-20260508-172538-336,12,12,EBR30299355,180,64,0,-274,-94,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299355,,QR: EBR30299355 | Qty registrada: 180,Sergio Torres,2026-05-08 11:25:36,2026-05-08 17:25:38
895,EMB-ENT-20260508-172556-908,25,25,EBR30299370,60,60,0,280,340,pending,pending,LG,pending,SIN-UBICACION,EBR30299370,,QR: EBR30299370 | Qty registrada: 60,Sergio Torres,2026-05-08 11:25:54,2026-05-08 17:25:57
896,EMB-ENT-20260508-173654-646,406,406,EBR23966211,50,50,0,-1085,-1035,VF3_W_USA,NULL,LG,pending,SIN-UBICACION,EBR23966211,,QR: EBR23966211 | Qty registrada: 50,Sergio Torres,2026-05-08 11:36:52,2026-05-08 17:36:54
897,EMB-ENT-20260508-174809-324,142,142,ABQ30226610,408,408,0,-833,-425,pending,pending,LG,pending,SIN-UBICACION,ABQ30226610,,QR: ABQ30226610 | Qty registrada: 408,Sergio Torres,2026-05-08 11:48:07,2026-05-08 17:48:09
898,EMB-ENT-20260508-174838-815,392,392,EBR24212306,96,96,0,2201,2297,MM Nova Basic Gas,NULL,LG,pending,SIN-UBICACION,EBR24212306,,QR: EBR24212306 | Qty registrada: 96,Sergio Torres,2026-05-08 11:48:36,2026-05-08 17:48:38
899,EMB-ENT-20260508-175806-348,391,391,EBR24212304,120,120,0,1641,1761,NOVA,PCB,LG,pending,SIN-UBICACION,EBR24212304,,QR: EBR24212304 | Qty registrada: 120,Sergio Torres,2026-05-08 11:58:04,2026-05-08 17:58:06
900,EMB-ENT-20260508-185108-733,391,391,EBR24212304,100,100,0,1761,1861,NOVA,PCB,LG,pending,SIN-UBICACION,EBR24212304,,QR: EBR24212304 | Qty registrada: 100,Sergio Torres,2026-05-08 12:51:06,2026-05-08 18:51:08
901,EMB-ENT-20260508-191040-993,14,14,EBR30299358,300,300,0,0,300,QUANTUM-B,PCB,LG,pending,SIN-UBICACION,EBR30299358,,QR: EBR30299358 | Qty registrada: 300,Sergio Torres,2026-05-08 13:10:38,2026-05-08 19:10:40
902,EMB-ENT-20260508-191702-798,56,56,EBR37437059,80,30,0,30,110,VS,PCB,LG,pending,SIN-UBICACION,EBR37437059,,QR: EBR37437059 | Qty registrada: 80,Sergio Torres,2026-05-08 13:17:00,2026-05-08 19:17:02
903,EMB-ENT-20260508-193109-457,84,84,EBR80757421,200,200,0,-1184,-984,QUANTUM-T,PCB,LG,pending,SIN-UBICACION,EBR80757421,,QR: EBR80757421 | Qty registrada: 200,Braulio Meza,2026-05-08 13:31:06,2026-05-08 19:31:09
904,EMB-ENT-20260508-194314-441,14,14,EBR30299358,120,120,0,40,160,QUANTUM-B,PCB,LG,pending,SIN-UBICACION,EBR30299358,,QR: EBR30299358 | Qty registrada: 120,Sergio Torres,2026-05-08 13:43:12,2026-05-08 19:43:14
905,EMB-ENT-20260508-194335-795,12,12,EBR30299355,40,40,0,-254,-214,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299355,,QR: EBR30299355 | Qty registrada: 40,Sergio Torres,2026-05-08 13:43:33,2026-05-08 19:43:36
906,EMB-LYR-46,405,405,EBR23966210,25,20,1,0,25,VF1_Better_B_DI_100V,PCB MAIN,LG,pending,,RETORNO:EMB-RET-20260504-182440-997,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-04 18:24:40,2026-05-08 19:50:15
907,EMB-LYR-50,405,405,EBR23966210,5,5,1,0,5,VF1_Better_B_DI_100V,PCB MAIN,LG,pending,,RETORNO:EMB-RET-20260504-183303-752,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-04 18:33:03,2026-05-08 19:50:15
908,EMB-ENT-20260508-195815-636,18,18,EBR30299363,60,60,0,-527,-467,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 60,Sergio Torres,2026-05-08 13:58:13,2026-05-08 19:58:15
909,EMB-ENT-20260508-201202-928,236,236,EAD65948148,160,160,0,3548,3708,pending,pending,LG,pending,SIN-UBICACION,EAD65948148,,QR: EAD65948148 | Qty registrada: 160,Sergio Torres,2026-05-08 14:12:00,2026-05-08 20:12:02
910,EMB-ENT-20260508-201231-637,236,236,EAD65948148,90,90,0,3708,3798,pending,pending,LG,pending,SIN-UBICACION,EAD65948148,,QR: EAD65948148 | Qty registrada: 90,Sergio Torres,2026-05-08 14:12:29,2026-05-08 20:12:31
911,EMB-ENT-20260508-201243-898,236,236,EAD65948148,20,20,0,3798,3818,pending,pending,LG,pending,SIN-UBICACION,EAD65948148,,QR: EAD65948148 | Qty registrada: 20,Sergio Torres,2026-05-08 14:12:41,2026-05-08 20:12:43
912,EMB-ENT-20260508-201709-985,570,570,ACQ91482496,90,90,0,-499,-409,pending,pending,LG,pending,SIN-UBICACION,ACQ91482496,,QR: ACQ91482496 | Qty registrada: 90,Braulio Meza,2026-05-08 14:17:06,2026-05-08 20:17:09
913,EMB-ENT-20260508-203011-107,570,570,ACQ91482496,60,60,0,-599,-539,pending,pending,LG,pending,SIN-UBICACION,ACQ91482496,,QR: ACQ91482496 | Qty registrada: 60,Braulio Meza,2026-05-08 14:30:08,2026-05-08 20:30:11
914,EMB-ENT-20260508-203021-178,85,85,EBR80757422,120,120,0,-1032,-912,QUANTUM-T,PCB,LG,pending,SIN-UBICACION,EBR80757422,,QR: EBR80757422 | Qty registrada: 120,Braulio Meza,2026-05-08 14:30:18,2026-05-08 20:30:21
915,EMB-LYR-20260508-152443-560,336,336,ACQ30372853,160,160,1,0,160,RAPTOR,Display,LG,pending,,RETORNO:EMB-RET-20260508-152442-255,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-08 15:24:42,2026-05-08 21:24:43
916,EMB-LYR-20260508-152514-639,96,96,EBR87463715,20,20,1,0,20,Raptor2 L Refresh,NULL,LG,pending,,RETORNO:EMB-RET-20260508-152514-297,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-08 15:25:14,2026-05-08 21:25:14
917,EMB-LYR-20260508-152711-361,402,402,EBR23966207,170,170,1,0,170,VF1_Better_X,NULL,LG,pending,,RETORNO:EMB-RET-20260508-152711-238,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-08 15:27:11,2026-05-08 21:27:12
918,EMB-LYR-20260508-152737-733,3,3,EBR82230426,90,90,1,0,90,OMEGA 7,PCB,LG,pending,,RETORNO:EMB-RET-20260508-152736-334,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-08 15:27:36,2026-05-08 21:27:37
919,EMB-LYR-20260508-152808-198,56,56,EBR37437059,10,10,1,0,10,VS,PCB,LG,pending,,RETORNO:EMB-RET-20260508-152808-766,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-08 15:28:08,2026-05-08 21:28:09
920,EMB-LYR-20260508-152817-226,68,68,EBR37437072,20,20,1,0,20,24 VS6M J NP SINGLE I/MAKER MEXICO,NULL,LG,pending,,RETORNO:EMB-RET-20260508-152817-193,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-08 15:28:17,2026-05-08 21:28:17
921,EMB-LYR-20260508-152828-912,299,299,EBR41039152,52,52,1,0,52,MAJESTY,PCB,LG,pending,,RETORNO:EMB-RET-20260508-152828-776,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-08 15:28:28,2026-05-08 21:28:28
922,EMB-LYR-20260508-152837-478,405,405,EBR23966210,10,10,1,0,10,VF1_Better_B_DI_100V,PCB MAIN,LG,pending,,RETORNO:EMB-RET-20260508-152837-733,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-08 15:28:37,2026-05-08 21:28:37
923,EMB-LYR-20260508-152846-255,410,410,EBR23966221,10,10,1,0,10,VF1_Better_L_MN,NULL,LG,pending,,RETORNO:EMB-RET-20260508-152846-556,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-08 15:28:46,2026-05-08 21:28:46
924,EMB-LYR-20260508-152855-622,296,296,EBR41039122,40,40,1,0,40,pending,pending,LG,pending,,RETORNO:EMB-RET-20260508-152855-703,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-08 15:28:55,2026-05-08 21:28:55
925,EMB-ENT-20260508-213457-255,329,329,ACQ30372839,160,160,0,-965,-805,VS,Display,LG,pending,SIN-UBICACION,ACQ30372839,,QR: ACQ30372839 | Qty registrada: 160,Braulio Meza,2026-05-08 15:34:57,2026-05-08 21:34:57
926,EMB-ENT-20260508-213509-464,328,328,ACQ30372837,80,67,0,-13,67,VS,Display,LG,pending,SIN-UBICACION,ACQ30372837,,QR: ACQ30372837 | Qty registrada: 80,Braulio Meza,2026-05-08 15:35:09,2026-05-08 21:35:09
927,EMB-ENT-20260508-214202-382,128,128,ABQ75822457,240,240,0,0,240,pending,pending,LG,pending,SIN-UBICACION,ABQ75822457,,QR: ABQ75822457 | Qty registrada: 240,Braulio Meza,2026-05-08 15:41:59,2026-05-08 21:42:02
928,EMB-ENT-20260508-214217-644,126,126,ABQ75822454,100,100,0,-259,-159,RAPTOR,Case Display,LG,pending,SIN-UBICACION,ABQ75822454,,QR: ABQ75822454 | Qty registrada: 100,Braulio Meza,2026-05-08 15:42:15,2026-05-08 21:42:17
929,EMB-ENT-20260508-214233-726,129,129,ABQ75822458,60,60,0,0,60,pending,pending,LG,pending,SIN-UBICACION,ABQ75822458,,QR: ABQ75822458 | Qty registrada: 60,Braulio Meza,2026-05-08 15:42:31,2026-05-08 21:42:34
930,EMB-ENT-20260508-214234-526,391,391,EBR24212304,120,120,0,1641,1761,NOVA,PCB,LG,pending,SIN-UBICACION,EBR24212304,,QR: EBR24212304 | Qty registrada: 120,Braulio Meza,2026-05-08 15:42:34,2026-05-08 21:42:34
931,EMB-ENT-20260508-215218-127,391,391,EBR24212304,60,60,0,1581,1641,NOVA,PCB,LG,pending,SIN-UBICACION,EBR24212304,,QR: EBR24212304 | Qty registrada: 60,Braulio Meza,2026-05-08 15:52:18,2026-05-08 21:52:18
932,EMB-ENT-20260508-224025-663,66,66,EBR37437070,120,120,0,-50,70,pending,pending,LG,pending,SIN-UBICACION,EBR37437070,,QR: EBR37437070 | Qty registrada: 120,Braulio Meza,2026-05-08 16:40:22,2026-05-08 22:40:25
933,EMB-ENT-20260508-224220-379,570,570,ACQ91482496,120,120,0,-449,-329,pending,pending,LG,pending,SIN-UBICACION,ACQ91482496,,QR: ACQ91482496 | Qty registrada: 120,Braulio Meza,2026-05-08 16:42:17,2026-05-08 22:42:20
934,EMB-ENT-20260508-230519-409,99,99,EBR87463760,120,120,0,-512,-392,Majesty1,PCB MAIN,LG,pending,SIN-UBICACION,EBR87463760,,QR: EBR87463760 | Qty registrada: 120,Braulio Meza,2026-05-08 17:05:18,2026-05-08 23:05:19
935,EMB-ENT-20260508-230526-200,570,570,ACQ91482496,30,30,0,-499,-469,pending,pending,LG,pending,SIN-UBICACION,ACQ91482496,,QR: ACQ91482496 | Qty registrada: 30,Braulio Meza,2026-05-08 17:05:26,2026-05-08 23:05:26
936,EMB-ENT-20260508-231248-683,18,18,EBR30299363,300,300,0,-467,-167,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 300,Sergio Torres,2026-05-08 17:12:46,2026-05-08 23:12:48
937,EMB-ENT-20260508-232231-181,14,14,EBR30299358,98,98,0,120,218,QUANTUM-B,PCB,LG,pending,SIN-UBICACION,EBR30299358,,QR: EBR30299358 | Qty registrada: 98,Sergio Torres,2026-05-08 17:22:28,2026-05-08 23:22:31
938,EMB-ENT-20260508-232243-213,19,19,EBR30299364,29,29,0,-176,-147,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299364,,QR: EBR30299364 | Qty registrada: 29,Sergio Torres,2026-05-08 17:22:42,2026-05-08 23:22:43
939,EMB-ENT-20260508-232347-900,18,18,EBR30299363,40,40,0,-167,-127,RAPTOR,PCB,LG,pending,SIN-UBICACION,EBR30299363,,QR: EBR30299363 | Qty registrada: 40,Sergio Torres,2026-05-08 17:23:45,2026-05-08 23:23:47
940,EMB-LYR-33,409,409,EBR23966214,5,5,1,0,5,pending,pending,LG,pending,,RETORNO:EMB-RET-20260504-175013-911,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-04 17:50:13,2026-05-08 23:26:04
941,EMB-LYR-9,284,284,EBR33828703,22,22,1,0,22,VT,PCB,LG,pending,,RETORNO:EMB-RET-20260504-174053-129,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-04 17:40:53,2026-05-08 23:29:08
942,EMB-ENT-20260509-002041-995,317,317,ACQ30372826,480,480,0,-915,-435,VS,Display,LG,pending,SIN-UBICACION,ACQ30372826,,QR: ACQ30372826 | Qty registrada: 480,Braulio Meza,2026-05-08 18:20:38,2026-05-09 00:20:41
943,EMB-ENT-20260509-002055-305,343,343,ACQ30500837,54,54,0,80,134,pending,pending,LG,pending,SIN-UBICACION,ACQ30500837,,QR: ACQ30500837 | Qty registrada: 54,Braulio Meza,2026-05-08 18:20:52,2026-05-09 00:20:55
944,EMB-ENT-20260509-002102-815,336,336,ACQ30372853,79,79,0,525,604,RAPTOR,Display,LG,pending,SIN-UBICACION,ACQ30372853,,QR: ACQ30372853 | Qty registrada: 79,Braulio Meza,2026-05-08 18:21:00,2026-05-09 00:21:03
945,EMB-ENT-20260509-002112-856,336,336,ACQ30372853,79,79,0,604,683,RAPTOR,Display,LG,pending,SIN-UBICACION,ACQ30372853,,QR: ACQ30372853 | Qty registrada: 79,Braulio Meza,2026-05-08 18:21:10,2026-05-09 00:21:12
946,EMB-ENT-20260509-002119-691,391,391,EBR24212304,60,60,0,1641,1701,NOVA,PCB,LG,pending,SIN-UBICACION,EBR24212304,,QR: EBR24212304 | Qty registrada: 60,Braulio Meza,2026-05-08 18:21:16,2026-05-09 00:21:19
947,EMB-ENT-20260509-002153-218,56,56,EBR37437059,18,18,0,-20,-2,VS,PCB,LG,pending,SIN-UBICACION,EBR37437059,,QR: EBR37437059 | Qty registrada: 18,Braulio Meza,2026-05-08 18:21:50,2026-05-09 00:21:53
948,EMB-ENT-20260509-002206-240,87,87,EBR80757431,9,9,0,-565,-556,pending,pending,LG,pending,SIN-UBICACION,EBR80757431,,QR: EBR80757431 | Qty registrada: 9,Braulio Meza,2026-05-08 18:22:03,2026-05-09 00:22:06
949,EMB-ENT-20260509-002217-161,84,84,EBR80757421,19,19,0,-1024,-1005,QUANTUM-T,PCB,LG,pending,SIN-UBICACION,EBR80757421,,QR: EBR80757421 | Qty registrada: 19,Braulio Meza,2026-05-08 18:22:14,2026-05-09 00:22:17
950,EMB-ENT-20260509-002223-556,85,85,EBR80757422,12,12,0,-1012,-1000,QUANTUM-T,PCB,LG,pending,SIN-UBICACION,EBR80757422,,QR: EBR80757422 | Qty registrada: 12,Braulio Meza,2026-05-08 18:22:21,2026-05-09 00:22:23
951,EMB-ENT-20260509-002236-293,75,75,EBR37437079,50,50,0,187,237,24 VS4M G P DUAL I/MAKER AMERICA,NULL,LG,pending,SIN-UBICACION,EBR37437079,,QR: EBR37437079 | Qty registrada: 50,Braulio Meza,2026-05-08 18:22:33,2026-05-09 00:22:36
952,EMB-ENT-20260509-022849-107,13,13,EBR30299357,297,297,0,5,302,QUANTUM-B,PCB,LG,pending,SIN-UBICACION,EBR30299357,,QR: EBR30299357 | Qty registrada: 297,Braulio Meza,2026-05-08 20:28:46,2026-05-09 02:28:49
953,EMB-LYR-20260508-205208-790,296,296,EBR41039122,20,20,1,0,20,pending,pending,LG,pending,,RETORNO:EMB-RET-20260508-205208-445,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-08 20:52:08,2026-05-09 02:52:08
954,EMB-LYR-20260508-205218-685,402,402,EBR23966207,10,10,1,0,10,VF1_Better_X,NULL,LG,pending,,RETORNO:EMB-RET-20260508-205218-880,,Capa FIFO generada por retorno,Rubi Garcia,2026-05-08 20:52:18,2026-05-09 02:52:18
